Term    ScopeNote   Use for Use Broader Narrower    Related Reference   Class   Code
"Recycling"	""	""#9"Waste Reduction|Waste Removal"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Redeployment"	""#9""	""#9"EMPLOYMENT CONDITIONS|RESTRUCTURING|VACANCIES|VARIATIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Redundancy"	""#9""	""#9"LEAVE|SEPARATIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Register of Approvals"	""#9""	""#9"TREASURY MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Registers"	"Add as a descriptor under the relevant keyword. Addthe type of register for further specification, e.g. INFORMATION MANAGEMENT - CONTROL - Register - Inwards Mail or OCCUPATIONAL HEALTH & SAFETY (OH&S) - PROCEDURES - Register -First Aid.

See ASSET REGISTER for a register of assets."#9""	""#9"CONTROL|PROCEDURES"#9""#9"Finding Aids|First Aid"	"RMO Keyword AAA"	"subject descriptor"	""
"Registration"	""#9""	""#9"ARRANGEMENTS|CONTROL"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Registry"	""	""#9"INFORMATION MANAGEMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Regradings (positions)"	""	""#9"VARIATIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Regulations"	""#9""	""#9"COMPLIANCE|LEGISLATION|TREASURY MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"REHABILITATION"	"The process of managing programs designed to restore the injured worker to the fullest physical, psychological, social, vocational and economic usefullness of which they are capable - consistent with pre-injury status.  Includes early intervention with appropriate, adequate and timely services through the use of a Rehabilitation Co-ordinator.

Tip: COMPENSATION - CASES may be used where rehabilitation and other activities associated with a compensation claim need to be handled on the same file, for legislative or operational reasons.
"#9"Therapy"	""#9"COMPENSATION"#9""#9"CASES"	"RMO Keyword AAA"	"activity descriptor"	""
"Reinstatement"	""#9""	""#9"APPEALS (decisions)"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Relief/Relieving Staff"	""	""#9"EMPLOYMENT CONDITIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Relocations"	""	""#9"MOVING"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Remittances"	""#9""	""#9"ACCOUNTING|TREASURY MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Removals"	""	""#9"MOVING|Waste Removal"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Remuneration"	""#9""	""#9"SALARIES"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Renovations"	""	""#9"Alterations"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Rental (of items)"	""	""#9"Leases"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Rental Payments"	""#9""	""#9"LEASING|LEASING-OUT"#9""#9"Leases"	"RMO Keyword AAA"	"subject descriptor"	""
"Repair"	"Restoring to a sound condition after damage. Includes restoring or replacing parts so as to maintain the good condition or working order of equipment or vehicles. Also includes repairing damage to information resources.

"#9""	""#9"CONSERVATION|MAINTENANCE"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"REPORTING"	"The processes associated with initiating or providing a formal response to a situation or request (either internal, external or as a requirement of corporate policies), and to provide formal statements or findings of the results of the examination or investigation. Includes agenda, briefing, business, discussion papers, proposals, reports, reviews and returns.

Tip: This activity descriptor should only be used for formal reporting against business plans etc., not the day-to-day reporting of business activities. For example, reporting on an inspection of a building should be classified under INSPECTIONS not REPORTING."#9""	""#9"COMMUNITY RELATIONS|ESTABLISHMENT|FINANCIAL MANAGEMENT|FLEET MANAGEMENT|GOVERNMENT RELATIONS|INDUSTRIAL RELATIONS|INFORMATION MANAGEMENT|LEGAL SERVICES|OCCUPATIONAL HEALTH & SAFETY (OH&S)|PROPERTY MANAGEMENT|PUBLICATION|STRATEGIC MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Affirmative Action|Annual Report|Archives|Briefing Papers|Business Plan|Cost Benefit Analysis|Discussion Papers|Economic Appraisal|Energy|Equal Employment Opportunity (EEO)|Estimates|Ethnic Affairs|Feasibility Studies|Flexible Hours|Freedom of Information (FOI)|Impact Statement|Independent Commission Against Corruption (ICAC)|Investments|Job Evaluation|Library Materials|Log Books|Ministerial Briefings|Misappropriations|ODEOPE|Position Papers|Post Implementation Review|Premier's Annual Portfolio Reviews|Progress Review|Proposals|Public Moneys|Quality|Questionnaires|Questions With Notice|Questions Without Notice|Reasonable Adjustment|Records|Returns|Running Sheets|Staffing Levels|Statistics|Surveys|User Education|Volunteers|Waste Reduction|Workplace Inspection"#9"COMPLIANCE|INQUIRIES"	"RMO Keyword AAA"	"activity descriptor"	""
"Repositories (file storage)"	""	""#9"Storage (areas)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"REPRESENTATIONS"	"The activities involved in preparing responses to questions raised in Parliament by Members of Parliament on behalf of their constituents. Also includes community-based representations and representations directed to the agency seeking a formal response."#9""	""#9"GOVERNMENT RELATIONS"#9"Ministerials"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"REPRESENTATIVES"	"The activities associated with the nomination, appointment or resignation of individuals or groups of personnel appointed by the organisation or their co-workers as official representatives to organisations, offices, unions, workers participation committees, councils or groups. Includes organisational legal representatives.

See LEGAL SERVICES - ADVICE for legal advice furnished to the organisation by internal and external sources.

See SOCIAL CLUBS for the organisation's relationship with social groups. "#9"Delegates (representatives)|Employee Participation|Legations|Liaison Officer (representatives)|Spokeswomen/Spokesmen|Worker Representation"	""#9"COMMUNITY RELATIONS|GOVERNMENT RELATIONS|PERSONNEL"#9"Address Lists|Delegations (authority)|First Aid|Legal Representation|Worker Participation"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Request for Information (RFI)"	""#9"RFI"	""#9"TENDERING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Request for Tender (RFT)"	""#9"RFT"	""#9"TENDERING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Requisitions"	"Authoritative or formal requests or demands."#9""	""#9"ACQUISITION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"RESEARCH"	"The activities involved in investigating or enquiring into a subject or area of interest in order to discover facts, principles etc. Used to support the development of projects, standards, guidelines etc., and the business activities of the organisation in general. Includes following up enquiries relating to organisational programs, projects, working papers, literature searches etc. Add the name of the research topic as free text.

See DRAFTING for preliminary drafts arising from research.

See POLICY for reseach into the formulation of policy.

Tip: If a function of the organisation is to conduct research, classify with terms from the organisation's functional thesaurus."#9""	""#9"COMMUNITY RELATIONS|GOVERNMENT RELATIONS|INDUSTRIAL RELATIONS|INFORMATION MANAGEMENT|LEGAL SERVICES|OCCUPATIONAL HEALTH & SAFETY (OH&S)|PUBLICATION|STRATEGIC MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Brochures|Business Case|Equal Employment Opportunity (EEO)|Ethnic Affairs|Functional Analysis|Literary Contributions|Newsletters|Oral History|Projects|Publications|Questionnaires|Surveys"#9"DRAFTING|EVALUATION|REVIEWING|STANDARDS"	"RMO Keyword AAA"	"activity descriptor"	""
"Research Awards/Grants"	""	""#9"Scholarships"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Reservations"	""	""#9"Bookings"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Resignations"	""#9""	""#9"SEPARATIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Resource Allocation"	""#9""	""#9"EVALUATION|PLANNING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Resource Management"	""	""#9"STRATEGIC MANAGEMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"RESTRUCTURING"	"The activities involved in the reassessment of the activities, goals and structure of an organisation.  Includes consideration of the number of staff, their position descriptions, equipment, and other resources required to meet objectives.

See VARIATIONS for varying individual positions."#9""	""#9"ESTABLISHMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Amalgamations|Classification|Corporatisation|Decentralisation|Job Design|Organisational Charts|Position Descriptions|Privatisation|Redeployment|Retraining|Senior Executive Service (SES)"#9"VARIATIONS"	"RMO Keyword AAA"	"activity descriptor"	""
"Retraining"	""#9""	""#9"RESTRUCTURING|TRAINING|VARIATIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Returns"	"Tip: Add the type of return as free text if necessary."#9"Monthly Staff Census (establishment)"	""#9"REPORTING"#9""#9"Statistics"	"RMO Keyword AAA"	"subject descriptor"	""
"Revenue"	""#9""	""#9"ACCOUNTING|FINANCIAL STATEMENTS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"REVIEWING"	"The activities involved in re-evaluating or re-examining products, processes, procedures, standards and systems. Includes recommendations and advice resulting from these activities.

See EVALUATION for initial evaluation and monitoring."#9""	""#9"COMMUNITY RELATIONS|COMPENSATION|EQUIPMENT & STORES|ESTABLISHMENT|FINANCIAL MANAGEMENT|GOVERNMENT RELATIONS|INFORMATION MANAGEMENT|LEGAL SERVICES|OCCUPATIONAL HEALTH & SAFETY (OH&S)|PUBLICATION|STAFF DEVELOPMENT|STRATEGIC MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Anti-Discrimination|Brochures|Business Case|Business Plan|Contracts|Equal Employment Opportunity (EEO)|Ethnic Affairs|Functional Analysis|LAN|Library Materials|Mission Statement|Newsletters|Post Implementation Review|Projects|Proposals|Publications|Quality|Questionnaires|Records|Service Agreements|Software|Surveys|WAN|Web Sites"#9"EVALUATION|PROCEDURES|RESEARCH"	"RMO Keyword AAA"	"activity descriptor"	""
"RFI"	"An abbreviation for Request for Information. "	""#9"Request for Information (RFI)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"RFT"	"An abbreviation for Request for Tender. "	""#9"Request for Tender (RFT)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"RISK MANAGEMENT"	"The process involving the identification of risks, and the implementation of appropriate practices and procedures which will reduce wastage and the impact of economic loss arising from an incident.

"#9""	""#9"FINANCIAL MANAGEMENT|INFORMATION MANAGEMENT|OCCUPATIONAL HEALTH & SAFETY (OH&S)|PROPERTY MANAGEMENT|STRATEGIC MANAGEMENT"#9"Archives|Counter Disaster Plan|Credit Ratings|Electronic Mail (E-Mail)|Essential Services Contingency Plan|Hazards|Liability|Library Materials|Material Safety Data Sheets (MSDS)|Preventative Action|Records|Storage (areas)|Surveys|Vital Records"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Robberies"	""	""#9"Thefts"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Rosters"	""#9""	""#9"LEAVE"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Royalties (payments)"	""#9"Commissions (royalties)"	""#9"INFRINGEMENTS|INTELLECTUAL PROPERTY|PAYMENTS"#9""#9"Copyright"	"RMO Keyword AAA"	"subject descriptor"	""
"Rubbish"	""	""#9"Waste Reduction|Waste Removal"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Running Sheets"	""#9""	""#9"ARRANGEMENTS|REPORTING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"SA"	"An abbreviation for South Australia. Permitted abbreviation."#9"South Australia (SA)"	""#9"COMPLIANCE|LEGISLATION"#9""#9""	""	"subject descriptor"	""
"SALARIES"	"The process of managing the payment of salaries to personnel."#9""	""#9"FINANCIAL MANAGEMENT|PERSONNEL"#9"Bank Accounts|Banking|Centralised Payroll System|Deductions|Group Certificates|Increments|Loadings (salaries)|Overtime|Payroll|Payroll Tax (accounting)|Penalty Rates|Remuneration|Salary Adjustment Schedule (SAS)|Superannuation|Tax Declarations|Time Sheets"#9"ACCOUNTING|PAYMENTS"	"RMO Keyword AAA"	"activity descriptor"	""
"Salary Adjustment Schedule (SAS)"	"A schedule of adjustments required for staff salaries."#9"SAS"	""#9"SALARIES"#9""#9"Centralised Payroll System"	"RMO Keyword AAA"	"subject descriptor"	""
"Sales"	""#9""	""#9"DISPOSAL"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"SAS"	"An acronym for Salary Adjustment Schedule (SAS). "	""#9"Salary Adjustment Schedule (SAS)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Schedules"	"Tabular or classified lists including timetables.

"#9"Timetables"	""#9"ARRANGEMENTS|COMMITTEES|DISPOSAL|LEGISLATION|MEETINGS|PLANNING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Scholarships"	""#9"Awards (scholarships)|Exchange Programs (scholarships)|Grants (scholarships)|International Fellowships/Scholarships|Research Awards/Grants"	""#9"EMPLOYMENT CONDITIONS|GRANT FUNDING|TRAINING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Secondments"	"Personnel loaned or temporarily transfered to another organisation or section. 

See Transfers for permanent transfer. 

"#9""	""#9"EMPLOYMENT CONDITIONS"#9""#9"Transfers"	"RMO Keyword AAA"	"subject descriptor"	""
"Securities"	""#9""	""#9"PLANNING"#9""#9"Investments"	"RMO Keyword AAA"	"subject descriptor"	""
"SECURITY"	"The activities associated with measures taken to protect people, premises, equipment or information from accidental or intentional damage or from unauthorised access.  Includes the security classification of personnel and criminal record checks."#9"Danger Signals|Electronic Surveillance|Master Keys|Records Security|Security Classifications"	""#9"EQUIPMENT & STORES|INFORMATION MANAGEMENT|PERSONNEL|PROPERTY MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Access|After Hours Support|Alarms|Archives|Break-ins|Business Hours|Classification|Clearances (security)|Criminal Record Checks|Data Protection|Disabled Access|Disclosures|Electronic Mail (E-Mail)|Emergency (procedures)|Evacuations|Fire Drill|Fire Escapes|Grounds|Internet|LAN|Library Materials|Licences|Loading Docks|Passes (security)|Passwords (security)|Permits|Preventative Action|Property|Records|Site Signage|Software|Storage (areas)|Teleconferencing|Thefts|Trespassing|Vandalism|Viruses|Vital Records|Voice Mail|WAN"#9"PRIVACY|PROCEDURES"	"RMO Keyword AAA"	"activity descriptor"	""
"Security Classifications"	""	""#9"SECURITY"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Security Clearances"	""	""#9"Clearances (security)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Selection Panel"	""#9"Interview Committees (selection)"	""#9"RECRUITMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Semi-Active Records"	"Those records that are required so infrequently in the conduct of current business that they can be transferred from offices to separate storage areas."#9"Intermediate (records)|Semi-Current Records"	""#9"DISPOSAL"#9""#9"Storage (areas)"	"RMO Keyword AAA"	"subject descriptor"	""
"Semi-Current Records"	""	""#9"Semi-Active Records"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Seminars"	""#9""	""#9"ADDRESSES (presentations)|TRAINING"#9""#9"CONFERENCES"	"RMO Keyword AAA"	"subject descriptor"	""
"Senior Executive Service (SES)"	""#9"Chief Executive Service|SES"	""#9"EMPLOYMENT CONDITIONS|PLANNING|RESTRUCTURING|VACANCIES|VARIATIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"SEPARATIONS"	"The activities associated with managing any method of leaving an organisation. Includes resignation, retirement, dismissal, death, redundancy, retrenchment and dispensations of services of temporary personnel. Excludes transfers.

See PERSONNEL - EMPLOYMENT CONDITIONS for temporary or permanent transfer to another section or organisation.


"#9""	""#9"PERSONNEL"#9"Job Assist Scheme|Redundancy|Resignations"#9"EMPLOYMENT CONDITIONS"	"RMO Keyword AAA"	"activity descriptor"	""
"Service Agreements"	""#9""	""#9"CONTRACTING-OUT|JOINT VENTURES|PLANNING|REVIEWING"#9""#9"Contracts"	"RMO Keyword AAA"	"subject descriptor"	""
"Servicing"	""#9""	""#9"MAINTENANCE"#9""#9"Warranties"	"RMO Keyword AAA"	"subject descriptor"	""
"SES"	"An abbreviation for Senior Executive Service (SES). "	""#9"Senior Executive Service (SES)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Settlements (strikes)"	""	""#9"AGREEMENTS|INDUSTRIAL ACTION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Shows (exhibitions)"	""	""#9"EXHIBITIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Shredding (records)"	""	""#9"DISPOSAL"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Signatories"	""#9""	""#9"ACCOUNTING|POLICY"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Site Signage"	""#9"Danger Signals"	""#9"CONSTRUCTION|SECURITY"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Skill Assessment"	"Evaluating the skills of staff in order to compare these with the skills required for positions or the skills required to meet organisational goals.

Tip: PERFORMANCE MANAGEMENT may be used for assessing a particular staff member's skills and its relationship to their work performance."#9"Staff Appraisal/Staff Assessment"	""#9"AUDIT|PERFORMANCE MANAGEMENT"#9""#9"Performance Evaluation"	"RMO Keyword AAA"	"subject descriptor"	""
"SOCIAL CLUBS"	"The activities involved in the organisation's relationship with social clubs.

See REPRESENTATIVES for individuals or groups appointed by the organisation or their co-workers as official representatives.

See DONATIONS for donations to social clubs.

Tip: Records concerned with the registration, joining and resignation of members from  recreational or sporting clubs, and the activities of the clubs, should not be part of the organisation's corporate filing system."#9"Clubs (personnel)"	""#9"PERSONNEL"#9""#9"DONATIONS"	"RMO Keyword AAA"	"activity descriptor"	""
"Software"	""#9"Application Software|Computer Programs|Programs (software)"	""#9"ACQUISITION|APPLICATION DEVELOPMENT|AUDIT|DISPOSAL|EVALUATION|INFRINGEMENTS|INSTALLATION|INTELLECTUAL PROPERTY|MAINTENANCE|OPERATIONS|REVIEWING|SECURITY|STANDARDS"#9""#9"Copyright|Licences|Viruses"	"RMO Keyword AAA"	"subject descriptor"	""
"Soundproofing (premises)"	""#9""	""#9"INSTALLATION|MAINTENANCE"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"South Australia (SA)"	""	""#9"SA"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Specific Purpose Payments"	""#9""	""#9"BUDGETING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Specifications"	""#9""	""#9"APPLICATION DEVELOPMENT|CONSTRUCTION|DATA ADMINISTRATION|DATABASE MANAGEMENT"#9""#9"Alterations"	"RMO Keyword AAA"	"subject descriptor"	""
"Speeches"	""	""#9"ADDRESSES (presentations)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Spokeswomen/Spokesmen"	""	""#9"REPRESENTATIVES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Sponsorship"	""#9""	""#9"AGREEMENTS|MARKETING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Staff"	""	""#9"PERSONNEL"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Staff Appraisal/Staff Assessment"	""	""#9"Performance Evaluation|Progress Review|Skill Assessment"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"STAFF DEVELOPMENT"	"The function of encouraging staff to develop their skills and abilities (through activities, programs and events) to maximise their potential and increase their productivity.  Includes identifying and implementing all aspects of training needs and programs (internal and external) available to staff.

See STRATEGIC MANAGEMENT - PLANNING for long term plans for the development of staff.

Tip: List training programs by name, e.g. STAFF DEVELOPMENT - TRAINING - Name of Course."#9"Career Development|Development (personnel)"	""	""#9"ADDRESSES (presentations)|ALLOWANCES|AUDIT|COMMITTEES|COMPLIANCE|CONFERENCES|MEETINGS|PLANNING|POLICY|PROCEDURES|REVIEWING|TRAINING"#9"PERSONNEL"	"RMO Keyword AAA"	"KEYWORD"	""
"Staff Turnover Statistics"	""	""#9"VARIATIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Staffing Levels"	""#9""	""#9"PLANNING|REPORTING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"STANDARDS"	"The process of implementing industry or organisational benchmarks for services and processes to enhance the quality and efficiency of the organisation."#9"Benchmarks|Codes (standards)"	""#9"FINANCIAL MANAGEMENT|INFORMATION MANAGEMENT|OCCUPATIONAL HEALTH & SAFETY (OH&S)|STRATEGIC MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Archives|Electronic Mail (E-Mail)|Guidelines|Internet|Intranet|LAN|Library Materials|Monitoring|ODEOPE|Records|Software|Storage (areas)|Teleconferencing|Voice Mail|WAN|Web Sites"#9"AUDIT|COMPLIANCE|CORPORATE STYLE|INSPECTIONS|POLICY|PROCEDURES|RESEARCH"	"RMO Keyword AAA"	"activity descriptor"	""
"Stationery"	"Consumable writing, and print materials, ie. items used and replaced regularly by the organisation. Includes pens, paper, paperclips, liquid paper, staples etc."#9""	""#9"ACQUISITION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Statistics"	""#9""	""#9"REPORTING"#9""#9"Returns"	"RMO Keyword AAA"	"subject descriptor"	""
"Statute Law/Statutes"	""	""#9"COMPLIANCE|LEGISLATION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Statutory Rules"	""#9""	""#9"COMPLIANCE|LEGISLATION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Stock Lists"	""	""#9"STOCKTAKE"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"STOCKTAKE"	"The activities associated with the examination, counting and valuing of goods in the organisation with the view to reassessing the need for replacing those goods, and to identify missing items and determine the condition of the existing items.

See INVENTORY for listing items in the posession of the organisation."#9"Stock Lists"	""#9"EQUIPMENT & STORES"#9""#9"INVENTORY"	"RMO Keyword AAA"	"activity descriptor"	""
"Stolen Property (personal effects)"	""	""#9"Thefts"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Storage (areas)"	""#9"Depositories/Depots|Goods Sheds|Repositories (file storage)|Storehouses|Warehouses"	""#9"MAINTENANCE|RISK MANAGEMENT|SECURITY|STANDARDS"#9""#9"Archives|Counter Disaster Plan|Library Materials|Records|Semi-Active Records"	"RMO Keyword AAA"	"subject descriptor"	""
"Storehouses"	""	""#9"Storage (areas)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Stores"	""	""#9"EQUIPMENT & STORES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"STRATEGIC MANAGEMENT"	"The function of applying broad systematic management planning for the organisation. Includes the activities involved with the development, monitoring, and reviewing of business plans, strategic plans, work plans, corporate plans, Equal Employment Opportunity (EEO) plans, Ethnic Affairs Policy Statements (EAPS) and agreements, energy and waste management plans and other long-term organisational strategies. Also includes the development of the corporate mission, objectives, continuous improvement processes, quality assurance and certification, and the formulation and amendment of legislation which provides the legislative basis for the organisation.

Tip: STRATEGIC MANAGEMENT - PERFORMANCE MANAGEMENT may be used for the long term planning of performance management systems in relation to corporate goals. See PERSONNEL - PERFORMANCE MANAGEMENT for the administration of the performance management system and the identification, evaluation and development of individual work performance."#9"Business Management|Corporate Planning|Organisational Development|Quality Management|Resource Management"	""	""#9"AGREEMENTS|AUDIT|COMMITTEES|COMPLIANCE|CONTRACTING-OUT|CORRUPTION|CUSTOMER SERVICE|EVALUATION|GRANT FUNDING|IMPLEMENTATION|LEGISLATION|MEETINGS|PERFORMANCE MANAGEMENT|PLANNING|POLICY|PROCEDURES|REPORTING|RESEARCH|REVIEWING|RISK MANAGEMENT|STANDARDS"#9"ESTABLISHMENT|LEGAL SERVICES"	"RMO Keyword AAA"	"KEYWORD"	""
"Strategic Plan"	"The development of plans which match the broad corporate objectives to specific strategies as a means of achieving the planned outcomes, within a given time frame. In some organisations Corporate Plans and Strategic Plans may be included in one document."#9""	""#9"IMPLEMENTATION|PLANNING"#9""#9"Business Plan|Corporate Plan"	"RMO Keyword AAA"	"subject descriptor"	""
"Structure (positions)"	""	""#9"ESTABLISHMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Style of Address (correspondence)"	""	""#9"CORPORATE STYLE"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Subcommittees"	""	""#9"COMMITTEES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Subcontractors"	""	""#9"Consultants"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Subleasing"	""#9"Sublettings"	""#9"LEASING-OUT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Sublettings"	""	""#9"Subleasing"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"SUBMISSIONS"	"The preparation  and submission of a formal statement (e.g. report, statistics, etc.) supporting a case or opinion held by the organisation which is submitted to another organisation, or within the organisation, for the purpose of either gain or support.

See INQUIRIES for submissions regarding formal committees of inquiry initiated by government."#9"Cabinet Submissions"	""#9"COMMUNITY RELATIONS|GOVERNMENT RELATIONS|LEGAL SERVICES"#9"Independent Commission Against Corruption (ICAC)|Proposals|Transcripts"#9"INQUIRIES"	"RMO Keyword AAA"	"activity descriptor"	""
"Subpoenas"	""#9"Notice to Produce|Suits/Summonses (legal)"	""#9"COMPLIANCE|INQUIRIES|LITIGATION"#9""#9"Independent Commission Against Corruption (ICAC)"	"RMO Keyword AAA"	"subject descriptor"	""
"Subscriptions"	""#9""	""#9"ACQUISITION"#9""#9"Membership|Publications"	"RMO Keyword AAA"	"subject descriptor"	""
"SUGGESTIONS"	"The process of using suggestions from personnel and the public to improve the services and processes of the organisation.

See COMMUNITY RELATIONS - PUBLIC REACTION for letters of complaint or appreciation from the public."#9""	""#9"COMMUNITY RELATIONS|INFORMATION MANAGEMENT|PERSONNEL"#9"Library Materials"#9"CUSTOMER SERVICE|PUBLIC REACTION"	"RMO Keyword AAA"	"activity descriptor"	""
"Suits/Summonses (legal)"	""	""#9"LITIGATION|Subpoenas"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Superannuation"	""#9"Pensions (superannuation)"	""#9"SALARIES"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Supplementations"	""#9""	""#9"BUDGETING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Supply"	""	""#9"ALLOCATION|DISTRIBUTION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Surveys"	"Tip: Add the name of the survey as free text."#9""	""#9"APPLICATION DEVELOPMENT|CUSTOMER SERVICE|DRAFTING|EVALUATION|MARKETING|REPORTING|RESEARCH|REVIEWING|RISK MANAGEMENT"#9""#9"Questionnaires"	"RMO Keyword AAA"	"subject descriptor"	""
"Suspensions"	""	""#9"Punishments"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Systems Administration"	"Routine aspects of keeping a system operational such as log-in processes, amending user roles, monitoring response times, checking use of system resources for maximum efficiency of disk space and ensuring printing mechanisms are working."#9""	""#9"DATABASE MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Systems Integration"	""#9""	""#9"APPLICATION DEVELOPMENT|EVALUATION|IMPLEMENTATION|OPERATIONS|PLANNING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Talks (lectures)"	""	""#9"ADDRESSES (presentations)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"TAS"	"An abbreviation for Tasmania. Permitted abbreviation."#9"Tasmania (TAS)"	""#9"COMPLIANCE|LEGISLATION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Task Forces"	""	""#9"COMMITTEES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
